Year,Member State,Region,8 Types of Farming,Economic Size,(SE010) Total labour input (AWU),(SE025) Total Utilised Agricultural Area (ha),(SE080) Total livestock units (LU),(SE131) Total output (€/farm),(SE132) Total output / Total input (ratio),(SE135) Total output crops & crop production (€/farm),(SE136) Total crops output (€/ha),(SE206) Total output livestock & livestock products (€/farm),(SE270) Total Inputs (€),(SE281) Total specific costs (€),(SE284) Specific crop costs (€/ha),(SE285) Seeds and plants (€),(SE295) Fertilisers (€),(SE300) Crop protection (€),(SE305) Other crop specific costs (€),(SE309) Specific livestock costs (€/LU),(SE345) Energy (€),(SE410) Gross Farm Income (€),(SE415) Farm Net Value Added (€),(SE425) Farm Net Value Added (€/AWU),(SE605) Total subsidies - excluding on investments (€)
2019,EU27_2020,(832) Severen tsentralen,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.91,9.38,20.41,19449,1.37,1375,146.55,18074,14222,5920,40.15,172,105,77,23,271.65,1324,22984,19502,10230.94,5614
2019,EU27_2020,(832) Severen tsentralen,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,2.24,51.19,41.57,26331,1.1,4015,78.42,22317,23965,10739,7.75,31,116,97,152,248.79,2538,34957,32149,14339.68,22664
2019,EU27_2020,(832) Severen tsentralen,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,3.5,167.21,55.09,52114,0.68,8548,51.12,43566,76654,26132,4.59,0,0,0,767,460.45,8741,70015,61032,17437.61,56593
2019,EU27_2020,(832) Severen tsentralen,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,3.23,534,404.19,-10466,-0.03,29404,55.06,-39870,390418,220518,10.61,1083,3850,175,558,531.56,32926,-247623,-289773,-89712.9,56887
2019,EU27_2020,(832) Severen tsentralen,(7) Granivores,(1) 2 000 - < 8 000 EUR,1,0,3.62,-1754,-0.45,0,-,-1754,3887,1975,-,0,0,0,0,544.73,196,-3340,-3677,-3677.47,0
2019,EU27_2020,(832) Severen tsentralen,(7) Granivores,(2) 8 000 - < 25 000 EUR,1.29,0,12.67,4450,0.24,0,-,4450,18359,6974,-,0,0,0,0,550.65,1051,-5576,-6928,-5357.74,0
2019,EU27_2020,(832) Severen tsentralen,(7) Granivores,(3) 25 000 - < 50 000 EUR,1.85,0,23.7,47314,1.02,0,-,47314,46236,37503,-,0,0,0,0,1582.32,2826,7417,6707,3627.07,1903
2019,EU27_2020,(832) Severen tsentralen,(7) Granivores,(4) 50 000 - < 100 000 EUR,1.55,0,36.32,105387,0.99,0,-,105387,106871,71518,-,0,0,0,0,1969.01,21557,11672,9098,5863.03,10582
2019,EU27_2020,(832) Severen tsentralen,(7) Granivores,(5) 100 000 - < 500 000 EUR,5.62,1.79,305.25,250792,0.68,974,544.68,249818,370455,257857,222.15,107,221,69,0,843.43,10587,-23402,-76856,-13676.14,24404
2019,EU27_2020,(832) Severen tsentralen,(7) Granivores,(6) >= 500 000 EUR,55.05,394.03,2083.09,1871258,0.8,378497,969.17,1077040,2350370,1348184,193.05,9662,44472,21935,0,519.4,141082,564055,295525,5368.63,282459
2019,EU27_2020,(832) Severen tsentralen,(8) Mixed,(1) 2 000 - < 8 000 EUR,1.1,0.93,0.41,3483,1.7,470,532.18,3012,2043,746,56.4,15,14,22,2,294.76,173,3869,3366,3057.34,1445
2019,EU27_2020,(832) Severen tsentralen,(8) Mixed,(2) 8 000 - < 25 000 EUR,1.66,6.47,1.23,11933,1.38,4634,717.81,7299,8674,3281,227.3,536,518,394,22,610.95,401,15787,14405,8663.94,5699
2019,EU27_2020,(832) Severen tsentralen,(8) Mixed,(3) 25 000 - < 50 000 EUR,2.38,19.57,8.11,25220,1.05,13657,737.43,11563,23964,6053,108.98,524,1121,488,0,433.2,2164,25021,19812,8333.28,7714
2019,EU27_2020,(832) Severen tsentralen,(8) Mixed,(4) 50 000 - < 100 000 EUR,2.42,89.87,13.18,50207,0.65,27238,303.07,22970,77322,37976,111.89,3443,3757,2289,567,1967.76,6859,27841,11731,4851.19,28267
2019,EU27_2020,(832) Severen tsentralen,(8) Mixed,(5) 100 000 - < 500 000 EUR,5.44,148.83,71.75,178775,1.05,83381,606.43,95394,170644,74447,109.27,4289,8093,3880,0,810.95,17735,114353,98466,18095.72,45623
2019,EU27_2020,(832) Severen tsentralen,(8) Mixed,(6) >= 500 000 EUR,26.54,1058.55,748.89,1752193,1.05,883814,896.44,868379,1665979,813130,193.62,53090,96834,51541,3496,812.1,139576,857871,723993,27277.03,291890
2019,EU27_2020,(833) Severoiztochen,(1) Fieldcrops,(1) 2 000 - < 8 000 EUR,0.99,6.39,0,7405,1.14,7405,1164.47,0,6490,1866,291.92,818,599,410,39,-,286,5011,4447,4478.19,1131
2019,EU27_2020,(833) Severoiztochen,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,1.15,17.28,0.02,19663,1.11,18080,1078.79,99,17785,5646,276.37,2595,1176,935,71,2136.51,771,14723,13411,11614.94,4226
2019,EU27_2020,(833) Severoiztochen,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,2.48,41.23,0,47895,0.89,39333,974.26,23,53848,13451,217.96,3729,3238,1956,63,-,3022,35071,26955,10869.59,10545
2019,EU27_2020,(833) Severoiztochen,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,2.06,95.07,0,75195,0.83,75195,806.71,0,90207,24620,258.97,7822,10888,5892,18,-,9623,50681,40693,19788.74,20311
2019,EU27_2020,(833) Severoiztochen,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,6.88,363.41,2.53,313333,0.91,312197,879.89,1135,346146,94907,256.28,27636,38828,25695,977,698.97,33997,233650,190623,27691.42,71523
2019,EU27_2020,(833) Severoiztochen,(1) Fieldcrops,(6) >= 500 000 EUR,21.01,1581.21,16.41,1406528,0.93,1381414,897.99,21775,1517003,422582,256.87,108821,182712,107386,7245,888.51,133616,1035590,869519,41379.43,301690
2019,EU27_2020,(833) Severoiztochen,(2) Horticulture,(1) 2 000 - < 8 000 EUR,1.73,0.97,0,6885,1.18,6885,7343.63,0,5813,759,786.55,274,181,199,105,-,635,4057,3005,1738.63,260
2019,EU27_2020,(833) Severoiztochen,(2) Horticulture,(2) 8 000 - < 25 000 EUR,1.55,2.36,0,15201,1.85,15201,6450.19,0,8203,1301,551.94,574,323,330,73,-,744,11862,11199,7210.17,277
2019,EU27_2020,(833) Severoiztochen,(2) Horticulture,(3) 25 000 - < 50 000 EUR,5.26,2.1,0,49410,1.28,49410,143039.47,0,38632,13183,5120.93,2877,2389,1001,6916,-,698,34858,34244,6512,1591
2019,EU27_2020,(833) Severoiztochen,(2) Horticulture,(5) 100 000 - < 500 000 EUR,19.76,11.81,0,286022,0.83,286022,24213.48,0,346481,77005,6518.9,14113,20414,8753,33724,-,24972,132327,60850,3079.27,24256
2019,EU27_2020,(833) Severoiztochen,(3) Wine,(1) 2 000 - < 8 000 EUR,2.07,4.4,0,19429,2.3,19429,4415.77,0,8462,1534,348.61,0,0,1432,102,-,716,16777,15013,7256.47,978
2019,EU27_2020,(833) Severoiztochen,(3) Wine,(4) 50 000 - < 100 000 EUR,17.25,37.2,2.4,159370,0.83,159308,4282.47,63,192339,10323,257.57,0,0,9582,0,308.91,14068,150297,93602,5427.54,29484
2019,EU27_2020,(833) Severoiztochen,(3) Wine,(5) 100 000 - < 500 000 EUR,21.56,108.19,0,166793,0.48,166793,1541.74,0,343928,62687,579.44,614,1404,59860,810,-,15500,67617,-52394,-2429.63,24818
2019,EU27_2020,(833) Severoiztochen,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,2.32,13.44,0,21894,0.78,21894,1638.58,0,27963,3106,231.13,397,486,874,1349,-,1347,24938,19617,8471.1,10215
2019,EU27_2020,(833) Severoiztochen,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,4.74,11.15,0,60075,1.54,60075,5387.91,0,39074,9081,814.41,3277,3564,2086,153,-,1125,56900,52308,11032.13,13805
2019,EU27_2020,(833) Severoiztochen,(4) Other permanent crops,(4) 50 000 - < 100 000 EUR,11.91,57,0,157110,0.99,157110,2800.53,0,159041,23707,415.92,0,0,23309,399,-,32338,155069,138377,11623.3,61495
2019,EU27_2020,(833) Severoiztochen,(5) Milk,(1) 2 000 - < 8 000 EUR,1.38,0.45,5.17,5151,1.44,142,315.3,5009,3576,2272,264.74,87,32,0,0,416.35,201,2154,1965,1422.39,0
2019,EU27_2020,(833) Severoiztochen,(5) Milk,(2) 8 000 - < 25 000 EUR,1.82,6,15.59,14699,1.42,879,146.57,13819,10321,5334,26.42,46,61,41,10,331.95,798,10025,9331,5137.16,2226
2019,EU27_2020,(833) Severoiztochen,(5) Milk,(3) 25 000 - < 50 000 EUR,2.23,8.57,34.88,37356,1.27,4175,491.31,33181,29367,13462,121.59,402,421,198,20,356.1,5468,29736,27858,12486.73,11783
2019,EU27_2020,(833) Severoiztochen,(5) Milk,(4) 50 000 - < 100 000 EUR,5.06,39.38,77.28,79751,1.08,7016,178.17,72734,74162,38948,91.76,1392,2196,0,26,370.98,6334,55976,53328,10542.91,25764
2019,EU27_2020,(833) Severoiztochen,(5) Milk,(5) 100 000 - < 500 000 EUR,3.9,103.3,152.9,248163,1.28,49604,513.38,198559,194015,108812,259.06,14459,7189,5113,0,536.63,18097,184491,163202,41872.11,69997
2019,EU27_2020,(833) Severoiztochen,(5) Milk,(6) >= 500 000 EUR,21.77,713,621.73,1319341,1.13,564037,791.08,755304,1170427,408010,219.37,39842,81727,34638,205,404.68,145002,937508,679972,31238.33,240403
2019,EU27_2020,(833) Severoiztochen,(6) Other grazing livestock,(1) 2 000 - < 8 000 EUR,1.42,1.77,6.95,5615,1.35,391,241.47,5224,4171,2231,55.93,36,63,0,0,306.7,171,3654,3428,2417.31,988
2019,EU27_2020,(833) Severoiztochen,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.87,7.02,21.33,15509,1.28,797,151.86,14712,12072,5460,26.86,99,58,8,24,247.12,481,15250,14212,7594.66,6212
2019,EU27_2020,(833) Severoiztochen,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,2.93,17.22,47.87,32758,1.23,5411,332.98,27346,26696,13278,36.45,198,233,148,49,264.27,987,32315,31186,10655.73,14706
2019,EU27_2020,(833) Severoiztochen,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,6.48,40.9,108.28,92043,1.03,307,7.5,91737,89222,40188,0,0,0,0,0,371.16,4218,71448,67613,10436.57,30641
2019,EU27_2020,(833) Severoiztochen,(6) Other grazing livestock,(6) >= 500 000 EUR,49,631.99,1054.56,765997,0.68,272220,442.67,493778,1119543,552993,189.09,43825,50323,25358,0,411.06,88390,463511,304411,6212.48,386490
2019,EU27_2020,(833) Severoiztochen,(7) Granivores,(2) 8 000 - < 25 000 EUR,1.33,1.93,6.63,29003,0.98,1775,919.68,27228,29558,14344,1149.63,2125,71,23,0,1830.2,775,10311,8953,6754.81,388
2019,EU27_2020,(833) Severoiztochen,(7) Granivores,(4) 50 000 - < 100 000 EUR,2.07,0,42.43,37100,2.4,0,-,37100,15441,11453,-,0,0,0,0,269.9,1278,25876,25161,12160.92,781
2019,EU27_2020,(833) Severoiztochen,(7) Granivores,(5) 100 000 - < 500 000 EUR,6.35,0,174.03,409358,1.17,0,-,409358,351042,243994,-,0,0,0,0,1402.01,24364,143333,123887,19506.77,21224
2019,EU27_2020,(833) Severoiztochen,(7) Granivores,(6) >= 500 000 EUR,62.57,232.74,3282.68,4891738,1.16,239390,1029.2,4589365,4207949,2791451,276.62,19836,27316,17228,0,814.33,221585,1949075,1671607,26716.56,303371
2019,EU27_2020,(833) Severoiztochen,(8) Mixed,(1) 2 000 - < 8 000 EUR,0.96,1.1,0.11,5347,1.18,902,841.18,4445,4544,1615,141.55,83,56,16,0,564.34,242,3257,2552,2670.55,964
2019,EU27_2020,(833) Severoiztochen,(8) Mixed,(2) 8 000 - < 25 000 EUR,1.46,1.91,0,9252,1.3,1724,1016.4,7435,7101,2589,259.95,232,157,105,2,-,217,8619,7391,5057.42,3482
2019,EU27_2020,(833) Severoiztochen,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.71,5.95,0,10092,0.49,3221,541.38,6871,20768,10801,528.27,2360,456,327,0,-,877,1557,-914,-535.07,5449
2019,EU27_2020,(833) Severoiztochen,(8) Mixed,(4) 50 000 - < 100 000 EUR,2.14,47.51,21.85,64185,1.31,27965,591.32,36220,48853,22513,159.28,2816,3259,1493,0,387.33,1818,58213,54066,25299.87,22639
2019,EU27_2020,(833) Severoiztochen,(8) Mixed,(5) 100 000 - < 500 000 EUR,5.68,202.06,60.93,231480,1.03,170818,845.4,60662,225627,94954,180.09,9412,20132,6716,128,961.25,27779,145631,116216,20464.51,54491
2019,EU27_2020,(833) Severoiztochen,(8) Mixed,(6) >= 500 000 EUR,36.86,1211.37,664.39,1922171,1.04,1035877,855.81,880550,1854241,748341,222.11,79611,122473,66757,217,721.39,157021,1249789,954901,25905.47,329517
2019,EU27_2020,(841) Sud-Est,(1) Fieldcrops,(1) 2 000 - < 8 000 EUR,1.09,6.49,0.12,7601,1.17,7428,1144.61,174,6489,1955,282.64,740,658,397,39,998.94,714,4585,2766,2542.26,1417
2019,EU27_2020,(841) Sud-Est,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,1.16,19.1,0.29,19590,1.3,19308,1010.64,282,15013,5593,277.42,2098,1925,1161,116,1013.3,1536,13404,10703,9187.91,4432
2019,EU27_2020,(841) Sud-Est,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,1.24,45.85,0.19,41056,1.29,40880,891.69,176,31807,11667,250.7,4819,4205,2296,174,894.93,3713,30327,23989,19402.99,10353
2019,EU27_2020,(841) Sud-Est,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.96,106.06,1.32,88336,1.31,87180,822.01,1157,67197,27058,246.79,11002,9364,5402,406,567.41,8441,67543,59787,30464.7,23984
2019,EU27_2020,(841) Sud-Est,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,4.3,374.55,1.49,300919,1.32,299730,800.24,1189,228271,95417,252.35,37572,35761,19975,1211,592.72,30688,233576,205388,47766.03,80781
2019,EU27_2020,(841) Sud-Est,(1) Fieldcrops,(6) >= 500 000 EUR,15.5,1516.66,0.33,1179428,1.24,1179290,777.56,137,951298,374822,247.02,146527,147532,76324,4266,524.96,134337,906154,792600,51149.6,320655
2019,EU27_2020,(841) Sud-Est,(2) Horticulture,(1) 2 000 - < 8 000 EUR,1.31,0.64,0,4424,1.17,4424,6955.51,0,3779,1105,1737.77,533,381,149,42,-,642,2353,1228,940.45,305
2019,EU27_2020,(841) Sud-Est,(2) Horticulture,(2) 8 000 - < 25 000 EUR,1.22,2.39,0.13,8469,1.12,8282,3471.79,187,7579,2188,856.43,814,869,320,39,1153.38,1011,5235,3118,2549.24,1380
2019,EU27_2020,(841) Sud-Est,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1.56,1.4,0,27845,1.55,27845,19960.5,0,17975,5463,3915.8,2422,1780,1118,142,-,3952,15738,11149,7127.02,1125
2019,EU27_2020,(841) Sud-Est,(2) Horticulture,(4) 50 000 - < 100 000 EUR,2.34,4.2,0,17154,1.87,17154,4084.39,0,9155,3538,842.39,2012,1111,364,51,-,2057,11506,11339,4838.25,747
2019,EU27_2020,(841) Sud-Est,(2) Horticulture,(5) 100 000 - < 500 000 EUR,3.65,5,0,48898,1.48,48898,9779.57,0,33077,8792,1758.37,3582,3073,1930,207,-,961,64498,46568,12771.54,27361
2019,EU27_2020,(841) Sud-Est,(3) Wine,(1) 2 000 - < 8 000 EUR,1.47,2.86,0,9026,1.41,9026,3152.69,0,6408,1771,618.51,42,486,1066,176,-,303,6036,5526,3769.25,509
2019,EU27_2020,(841) Sud-Est,(3) Wine,(2) 8 000 - < 25 000 EUR,2.12,8.52,0,32251,2.08,32251,3786.02,0,15473,3618,424.79,270,859,2240,249,-,882,27448,25360,11957.1,1842
2019,EU27_2020,(841) Sud-Est,(3) Wine,(3) 25 000 - < 50 000 EUR,3.08,18.66,0,42096,1.92,42096,2256.15,0,21931,6705,359.37,592,2334,3504,275,-,1682,35209,32632,10607.14,4228
2019,EU27_2020,(841) Sud-Est,(3) Wine,(4) 50 000 - < 100 000 EUR,11,33.79,0,94915,0.81,94915,2809.24,0,117209,16351,483.95,500,3957,11483,411,-,8622,65236,42102,3825.9,8128
2019,EU27_2020,(841) Sud-Est,(3) Wine,(5) 100 000 - < 500 000 EUR,19.11,153.58,0,561894,1.51,561894,3658.72,0,373210,72212,470.2,6901,24152,39003,2156,-,31692,451908,380549,19911.92,31279
2019,EU27_2020,(841) Sud-Est,(4) Other permanent crops,(1) 2 000 - < 8 000 EUR,0.97,2.47,0,8745,1.8,8745,3542.68,0,4864,870,352.63,45,291,482,52,-,487,7173,5692,5878.48,439
2019,EU27_2020,(841) Sud-Est,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,1.57,6.58,0,18596,2.26,18596,2826.61,0,8233,2545,386.83,242,958,1077,268,-,676,15639,13576,8631.1,1720
2019,EU27_2020,(841) Sud-Est,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,1.44,16.05,0,65514,3.15,65514,4080.99,0,20768,7542,469.84,584,1911,4727,320,-,1861,58622,51413,35594.01,4241
2019,EU27_2020,(841) Sud-Est,(4) Other permanent crops,(5) 100 000 - < 500 000 EUR,2.54,116.49,0,483957,6.94,483957,4154.5,0,69757,26314,225.89,5070,10570,9599,1075,-,9165,472247,458705,180592.62,26814
2019,EU27_2020,(841) Sud-Est,(4) Other permanent crops,(6) >= 500 000 EUR,31.85,258.96,0,709103,2.72,709103,2738.27,0,260256,69684,269.09,3407,26100,38970,1207,-,37413,627083,613359,19260.12,54096
2019,EU27_2020,(841) Sud-Est,(5) Milk,(1) 2 000 - < 8 000 EUR,1.04,3.61,3.86,4997,0.75,2060,570.87,2937,6651,3117,120.97,131,191,100,14,694.1,673,964,-250,-241.11,742
2019,EU27_2020,(841) Sud-Est,(5) Milk,(2) 8 000 - < 25 000 EUR,1.08,7.74,12.29,13678,1.04,4265,550.8,9413,13119,9009,125.26,351,406,169,44,654.12,771,5995,4585,4259.94,3400
2019,EU27_2020,(841) Sud-Est,(5) Milk,(3) 25 000 - < 50 000 EUR,1.46,24.02,27.13,34961,1.16,14657,610.22,20304,30151,21323,108.25,908,1173,423,96,679.69,1570,21152,19539,13386.29,11564
2019,EU27_2020,(841) Sud-Est,(5) Milk,(4) 50 000 - < 100 000 EUR,1.51,34.53,40.62,50495,1.15,20445,592.11,30050,43853,31161,138.27,1696,2048,782,248,612.23,2174,31523,28510,18886.33,18295
2019,EU27_2020,(841) Sud-Est,(5) Milk,(5) 100 000 - < 500 000 EUR,2.27,80.75,106.39,119802,1.12,41554,514.61,78248,107378,73840,119.77,3388,3561,2329,394,603.13,8878,75627,69531,30663.36,45695
2019,EU27_2020,(841) Sud-Est,(6) Other grazing livestock,(1) 2 000 - < 8 000 EUR,1.26,4.2,8.64,8000,0.93,1852,441.37,6148,8642,5960,58.24,72,84,44,44,580.14,498,1934,1243,983.72,918
2019,EU27_2020,(841) Sud-Est,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.4,12.2,23.11,23440,1.11,7140,585.41,16300,21130,15760,93.87,374,431,196,144,574.74,935,9647,8073,5756.81,4561
2019,EU27_2020,(841) Sud-Est,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.45,30.22,54.59,59707,1.25,15945,527.56,43762,47749,38642,67.07,646,675,429,278,561.33,2064,28888,27093,18632.9,12842
2019,EU27_2020,(841) Sud-Est,(6) Other grazing livestock,(4) 50 000 - < 100 000 EUR,1.76,62.05,84.91,98468,1.25,30421,490.29,68047,78693,62429,71.3,1508,1592,870,455,574.94,3658,52765,49296,28047.5,23814
2019,EU27_2020,(841) Sud-Est,(6) Other grazing livestock,(5) 100 000 - < 500 000 EUR,2.71,174.54,183.55,194268,1.27,61173,350.47,133095,153208,111630,40.91,1643,3465,957,1076,558.45,4771,136664,119348,44039.92,68193
2019,EU27_2020,(841) Sud-Est,(7) Granivores,(1) 2 000 - < 8 000 EUR,0.79,2.66,3.32,5439,1.07,2828,1063.17,2611,5080,2924,324.31,414,280,152,16,620.44,446,1772,1069,1349.82,560
2019,EU27_2020,(841) Sud-Est,(7) Granivores,(2) 8 000 - < 25 000 EUR,1,3.69,10.44,16777,1.04,2841,769.82,13937,16118,10745,186.22,262,249,165,10,963.33,1036,4749,3750,3739.93,773
2019,EU27_2020,(841) Sud-Est,(7) Granivores,(5) 100 000 - < 500 000 EUR,3.85,7,365.17,208657,1.21,6166,880.87,202491,172412,136704,264.8,774,643,416,20,369.29,9208,112359,107504,27923.13,68288
2019,EU27_2020,(841) Sud-Est,(7) Granivores,(6) >= 500 000 EUR,45.56,357.59,2039.72,3394192,1.22,185722,519.37,3208470,2780497,2086572,259.52,41151,31173,19647,834,977.47,106286,1409352,1356024,29763.31,286916
2019,EU27_2020,(841) Sud-Est,(8) Mixed,(1) 2 000 - < 8 000 EUR,1.1,3.33,2.32,5328,0.96,2618,785.88,2710,5529,2971,229.44,292,263,191,18,891.24,389,1638,1004,908.8,665
2019,EU27_2020,(841) Sud-Est,(8) Mixed,(2) 8 000 - < 25 000 EUR,1.12,11.48,5.6,14638,1.13,8167,711.14,6471,12922,6821,187.12,815,809,471,53,628.69,1207,7522,5932,5317.84,2769
2019,EU27_2020,(841) Sud-Est,(8) Mixed,(3) 25 000 - < 50 000 EUR,1.49,38.5,20.3,43414,1.16,26802,696.15,16612,37353,19894,172.56,2591,2736,1208,109,552.52,3745,26036,21127,14181.24,10788
2019,EU27_2020,(841) Sud-Est,(8) Mixed,(4) 50 000 - < 100 000 EUR,1.56,64.31,39.02,76057,1.28,43869,682.15,32189,59478,38696,202.05,4804,5554,2341,294,597.19,5031,46475,41700,26757.57,19785
2019,EU27_2020,(841) Sud-Est,(8) Mixed,(5) 100 000 - < 500 000 EUR,2.82,215.2,112.69,210139,1.29,131546,611.27,78593,162979,99896,179.78,15804,14836,7532,517,535.95,20472,146925,140047,49727.05,71054
2019,EU27_2020,(841) Sud-Est,(8) Mixed,(6) >= 500 000 EUR,12.98,502.62,490.32,1352434,1.4,408101,811.95,944333,969348,764388,264.17,55745,42458,33128,1446,1288.16,42087,607828,589870,45458,119495
2019,EU27_2020,(842) Sud-Muntenia,(1) Fieldcrops,(1) 2 000 - < 8 000 EUR,0.84,7.67,0.27,6154,1.05,5842,761.3,312,5854,1901,226.61,616,568,512,43,472.98,579,3744,2387,2845.04,1489
2019,EU27_2020,(842) Sud-Muntenia,(1) Fieldcrops,(2) 8 000 - < 25 000 EUR,0.95,15.88,0.48,15086,1.3,14546,915.9,539,11618,4637,267.93,1523,1418,1232,83,521.8,1209,10024,8057,8452.07,3161
2019,EU27_2020,(842) Sud-Muntenia,(1) Fieldcrops,(3) 25 000 - < 50 000 EUR,1.26,52.12,0.24,40686,1.25,40365,774.54,321,32438,13408,253.14,4622,4529,3777,264,411.11,3958,27987,25226,20023.57,9872
2019,EU27_2020,(842) Sud-Muntenia,(1) Fieldcrops,(4) 50 000 - < 100 000 EUR,1.6,111.02,0.29,82848,1.28,82338,741.68,509,64745,27039,240.95,8772,9636,7727,615,988.36,7831,59482,54080,33868.96,20666
2019,EU27_2020,(842) Sud-Muntenia,(1) Fieldcrops,(5) 100 000 - < 500 000 EUR,3.7,395.66,0.57,297105,1.27,296526,749.45,578,233193,97165,244.4,30821,35286,28642,1949,679,30256,217960,197238,53258.18,71245
2019,EU27_2020,(842) Sud-Muntenia,(1) Fieldcrops,(6) >= 500 000 EUR,12.3,1646.31,1.83,1302344,1.27,1301287,790.43,1057,1021558,411185,248.86,135140,151233,116377,6956,809.55,136133,973833,862149,70072.22,306975
2019,EU27_2020,(842) Sud-Muntenia,(2) Horticulture,(1) 2 000 - < 8 000 EUR,0.98,0.72,0.18,4443,1.19,4374,6075.21,69,3729,911,1190.75,401,178,200,79,292.11,612,1959,1075,1097.9,66
2019,EU27_2020,(842) Sud-Muntenia,(2) Horticulture,(2) 8 000 - < 25 000 EUR,1.11,2.18,0,11391,2.24,11310,5184.09,81,5085,1712,775.32,672,397,373,249,-,497,8273,7380,6646.6,371
2019,EU27_2020,(842) Sud-Muntenia,(2) Horticulture,(3) 25 000 - < 50 000 EUR,1.07,3.62,0,12019,2.02,12019,3324.8,0,5957,2012,556.52,829,652,465,66,-,580,8964,8150,7648.09,680
2019,EU27_2020,(842) Sud-Muntenia,(2) Horticulture,(4) 50 000 - < 100 000 EUR,0.97,4,0,49164,5.88,49164,12291.11,0,8359,6592,1648.1,2839,1254,2477,23,-,185,42041,41775,43189.07,712
2019,EU27_2020,(842) Sud-Muntenia,(3) Wine,(5) 100 000 - < 500 000 EUR,10.74,131,0,707974,2.33,707974,5404.38,0,304486,28923,220.79,3258,12009,10989,2667,-,16090,545310,516551,48100.09,22665
2019,EU27_2020,(842) Sud-Muntenia,(4) Other permanent crops,(1) 2 000 - < 8 000 EUR,1.23,2.03,0.57,4836,0.87,3931,1933.22,905,5559,1880,685.8,87,241,1046,21,492.27,701,2028,551,447.71,339
2019,EU27_2020,(842) Sud-Muntenia,(4) Other permanent crops,(2) 8 000 - < 25 000 EUR,1.26,4.18,0,13781,1.77,13781,3298.36,0,7806,2424,580.18,38,739,1608,39,-,840,10057,8202,6484.16,647
2019,EU27_2020,(842) Sud-Muntenia,(4) Other permanent crops,(3) 25 000 - < 50 000 EUR,2.1,14.05,0,117326,6.98,117326,8349.09,0,16798,3747,266.66,95,1797,1770,85,-,2569,111224,106141,50509.06,2381
2019,EU27_2020,(842) Sud-Muntenia,(5) Milk,(1) 2 000 - < 8 000 EUR,1.1,3.48,4.62,8234,1.15,1266,364.28,6968,7170,5330,87.09,75,117,65,45,567.44,490,2447,2004,1827.09,613
2019,EU27_2020,(842) Sud-Muntenia,(5) Milk,(2) 8 000 - < 25 000 EUR,1.29,6.61,14.64,29043,1.06,3896,589.43,25146,27276,16333,119.76,249,287,216,39,716.12,952,14415,7082,5506.89,4057
2019,EU27_2020,(842) Sud-Muntenia,(5) Milk,(3) 25 000 - < 50 000 EUR,1.77,10.93,28.66,60381,1.55,5591,511.67,54790,38883,32924,104.77,354,517,239,35,761.85,913,35072,33971,19242.95,9899
2019,EU27_2020,(842) Sud-Muntenia,(5) Milk,(4) 50 000 - < 100 000 EUR,3.77,44.31,63.93,106717,1.53,30500,688.34,76216,69554,49159,143.79,2038,1963,1366,1005,514.86,3004,75000,72851,19319.85,24042
2019,EU27_2020,(842) Sud-Muntenia,(5) Milk,(5) 100 000 - < 500 000 EUR,4.8,109.11,114.47,272344,1.3,87514,802.07,184830,208967,133126,192.68,6273,8124,5855,771,979.35,10599,169187,162138,33802.32,55535
2019,EU27_2020,(842) Sud-Muntenia,(6) Other grazing livestock,(1) 2 000 - < 8 000 EUR,1.24,2.8,9.67,9503,1.06,1599,571.6,7903,8934,6583,128.39,118,127,77,37,558.77,539,2579,1881,1520.34,916
2019,EU27_2020,(842) Sud-Muntenia,(6) Other grazing livestock,(2) 8 000 - < 25 000 EUR,1.39,8.66,31.78,38279,1.18,3643,420.57,34636,32498,27943,93.52,235,316,198,61,684.11,673,13901,13116,9466.52,5351
2019,EU27_2020,(842) Sud-Muntenia,(6) Other grazing livestock,(3) 25 000 - < 50 000 EUR,1.69,20.75,56.44,71875,1.28,8826,425.35,63049,56161,48815,72.31,398,681,317,103,673.75,938,31509,30779,18174.81,11420
